third_ac,arrival,from_station_code,name,zone,chair_car,first_class,sleeper,from_station_name,number,departure,return_train,to_station_code,second_ac,classes,to_station_name,type,first_ac,distance,duration
1,05:25:00,HWH,HOWRAH - MUMBAI CST SF Mail (via NAGPUR),SER,0,0,1,HOWRAH JN,12810,20:15:00,12809,CSTM,1,,MUMBAI CST,SF,1,1968.0,33.16666667163372
1,04:55:00,NDLS,Jharkhand Sampark Kranti Express,SER,0,0,1,NEW DELHI,12826,07:10:00,12825,RNC,1,,RANCHI,SKr,0,1309.0,21.75
1,09:45:00,BSP,Bilaspur Pune SF Express,SECR,0,0,1,BILASPUR JN,12849,11:35:00,12850,PUNE,1,,PUNE JN,SF,0,1301.0,22.16666667163372
1,16:50:00,PUNE,Pune Bilaspur Superfast Express,SECR,0,0,1,PUNE JN,12850,17:40:00,12849,BSP,1,,BILASPUR JN,SF,0,1301.0,23.16666667163372
1,20:15:00,MAS,Chennai-Bilaspur Express,SER,0,0,1,CHENNAI CENTRAL,12852,21:10:00,12851,BSP,1,,BILASPUR JN,SF,0,1413.0,23.08333333581686
1,23:00:00,BSP,Bilaspur-Nagpur InterCity,SER,0,0,1,BILASPUR JN,12855,16:15:00,12856,NGP,1,,NAGPUR,SF,0,411.0,6.75
1,13:30:00,NGP,Nagpur-Bilaspur InterCity,SER,0,0,1,NAGPUR,12856,06:30:00,12855,BSP,1,,BILASPUR JN,SF,0,411.0,7.0
0,10:00:00,HWH,Tamralipta Express,SER,1,0,0,HOWRAH JN,12857,06:40:00,12858,DGHA,0,,Digha Flag Station,SF,0,189.0,3.333333343267441
0,13:50:00,DGHA,Tamralipta Express,SER,1,0,0,Digha Flag Station,12858,10:25:00,12857,HWH,0,,HOWRAH JN,SF,0,189.0,3.416666656732559
1,09:15:00,KOAA,KOLKATA CHITPUR - MUZAFFARPUR Tirhut Exp,ER,0,0,1,KOLKATA CHITPUR,13157,20:55:00,13158,MFP,0,,MUZAFFARPUR JN,Exp,0,566.0,12.33333334326744
1,21:00:00,SRC,K SANTRAGANCHI - PORBANDAR Kavi Guru SF Exp,WR,0,0,1,SANTRAGACHI JN,12950,21:25:00,12949,PBR,1,,PORBANDAR,SF,0,2658.0,47.58333331346512
1,02:45:00,SDAH,Sealdah Ajmer Express,WR,0,0,1,KOLKATA SEALDAH,12987,23:20:00,12988,AII,1,,AJMER JN,SF,0,1642.0,27.41666665673256
1,10:55:00,BCT,MumbaiCentral-H Nizamuddin August Kranti Rajdhani Express,WR,0,0,0,Mumbai Central,12953,17:40:00,12954,NZM,1,,DELHI H NIZAMUDDIN,Raj,1,1377.0,17.25
1,10:35:00,BVC,Bhavnagar Bandra Express,WR,0,0,1,BHAVNAGAR TERMINUS,12972,20:30:00,12971,BDTS,1,,MUMBAI BANDRA TERMINUS,SF,0,778.0,14.08333333581686
1,06:15:00,SDAH,Sealdah-Malda Town Gour Express,ER,0,0,1,KOLKATA SEALDAH,13153,22:15:00,13154,MLDT,1,,MALDA TOWN,Exp,1,347.0,8.0
