train_number,station_code,third_ac,zone,chair_car,first_class,sleeper,second_ac,type,first_ac,distance,duration,month,month_3,month_6,year,week,train_delay_level,station_delay_level
12949,G,1,WR,0,0,1,1,SF,0,2657.0,48.25,34,40,37,30,14,3,4
12950,G,1,WR,0,0,1,1,SF,0,2658.0,47.58333331346512,273,269,291,322,314,2,4
11040,VNA,1,CR,0,0,1,1,Exp,0,1346.0,28.41666665673256,45,65,65,54,69,8,0
11041,SNSI,1,CR,0,0,1,1,Exp,0,1283.0,26.75,48,22,17,14,173,16,1
11042,SNSI,1,CR,0,0,1,1,Exp,0,1283.0,25.83333331346512,7,3,1,2,31,16,1
12131,SNSI,1,CR,0,0,1,1,SF,0,336.0,6.100000001490116,7,13,10,12,8,4,1
12132,SNSI,1,CR,0,0,1,1,SF,0,336.0,6.08333333581686,9,3,2,1,37,16,1
11045,KVK,1,CR,0,0,1,0,Exp,0,2968.0,60.25,2,4,4,5,8,12,3
11046,KVK,1,CR,0,0,1,0,Exp,0,2968.0,62.25,97,72,72,61,28,3,3
11045,DLGN,1,CR,0,0,1,0,Exp,0,2968.0,60.25,6,9,8,7,6,12,3
11046,DLGN,1,CR,0,0,1,0,Exp,0,2968.0,62.25,95,69,67,59,28,3,3
11045,JTRD,1,CR,0,0,1,0,Exp,0,2968.0,60.25,12,15,16,14,14,12,3
11046,JTRD,1,CR,0,0,1,0,Exp,0,2968.0,62.25,80,56,57,49,19,3,3
11045,SGLA,1,CR,0,0,1,0,Exp,0,2968.0,60.25,22,23,24,23,26,12,3
11046,SGLA,1,CR,0,0,1,0,Exp,0,2968.0,62.25,69,42,45,39,7,3,3
11403,SGLA,1,CR,0,0,1,1,Exp,0,1038.0,24.41666665673256,37,44,47,36,27,16,3
11404,SGLA,1,CR,0,0,1,1,Exp,0,1038.0,23.75,66,49,39,32,52,16,3
11045,BTW,1,CR,0,0,1,0,Exp,0,2968.0,60.25,35,34,32,33,27,12,5
11046,BTW,1,CR,0,0,1,0,Exp,0,2968.0,62.25,62,48,47,36,3,3,5
11403,BTW,1,CR,0,0,1,1,Exp,0,1038.0,24.41666665673256,15,30,26,31,10,16,5
11404,BTW,1,CR,0,0,1,1,Exp,0,1038.0,23.75,53,33,26,23,37,16,5
11045,UMD,1,CR,0,0,1,0,Exp,0,2968.0,60.25,35,32,32,34,20,12,3
11046,UMD,1,CR,0,0,1,0,Exp,0,2968.0,62.25,72,59,55,42,14,3,3
11403,UMD,1,CR,0,0,1,1,Exp,0,1038.0,24.41666665673256,18,31,26,29,10,16,3
11404,UMD,1,CR,0,0,1,1,Exp,0,1038.0,23.75,50,28,23,22,35,16,3
11045,LUR,1,CR,0,0,1,0,Exp,0,2968.0,60.25,7,4,3,4,20,12,5
11046,LUR,1,CR,0,0,1,0,Exp,0,2968.0,62.25,78,65,56,41,10,3,5
11403,LUR,1,CR,0,0,1,1,Exp,0,1038.0,24.41666665673256,20,35,30,29,21,16,5
11404,LUR,1,CR,0,0,1,1,Exp,0,1038.0,23.75,35,16,12,9,15,16,5
11045,LTRR,1,CR,0,0,1,0,Exp,0,2968.0,60.25,15,15,17,18,19,12,5
11046,LTRR,1,CR,0,0,1,0,Exp,0,2968.0,62.25,55,39,45,35,10,3,5
11403,LTRR,1,CR,0,0,1,1,Exp,0,1038.0,24.41666665673256,19,21,21,27,22,16,5
11404,LTRR,1,CR,0,0,1,1,Exp,0,1038.0,23.75,49,37,32,26,43,16,5
11045,PRLI,1,CR,0,0,1,0,Exp,0,2968.0,60.25,10,6,6,11,3,12,5
11046,PRLI,1,CR,0,0,1,0,Exp,0,2968.0,62.25,89,66,62,49,46,3,5
11403,PRLI,1,CR,0,0,1,1,Exp,0,1038.0,24.41666665673256,23,34,34,38,22,16,5
11404,PRLI,1,CR,0,0,1,1,Exp,0,1038.0,23.75,34,24,19,16,1,16,5
11045,PBN,1,CR,0,0,1,0,Exp,0,2968.0,60.25,35,32,21,24,33,12,5
11046,PBN,1,CR,0,0,1,0,Exp,0,2968.0,62.25,77,68,62,44,46,3,5
11401,PBN,1,CR,0,0,1,1,Exp,0,1139.0,23.66666668653488,37,35,37,37,36,16,5
11402,PBN,1,CR,0,0,1,1,Exp,0,1139.0,23.66666668653488,13,16,14,15,7,4,5
11403,PBN,1,CR,0,0,1,1,Exp,0,1038.0,24.41666665673256,24,37,39,41,32,16,5
11404,PBN,1,CR,0,0,1,1,Exp,0,1038.0,23.75,39,25,24,24,9,16,5
11045,PAU,1,CR,0,0,1,0,Exp,0,2968.0,60.25,42,49,37,36,45,12,3
11046,PAU,1,CR,0,0,1,0,Exp,0,2968.0,62.25,86,77,71,50,62,3,3
11401,PAU,1,CR,0,0,1,1,Exp,0,1139.0,23.66666668653488,40,40,38,35,38,16,3
11402,PAU,1,CR,0,0,1,1,Exp,0,1139.0,23.66666668653488,16,19,14,16,9,4,3
11403,PAU,1,CR,0,0,1,1,Exp,0,1038.0,24.41666665673256,19,37,38,38,9,16,3
11404,PAU,1,CR,0,0,1,1,Exp,0,1038.0,23.75,63,45,44,41,34,16,3
12440,PAU,1,NR,0,0,0,1,Raj,1,1306.0,17.0,72,163,109,88,46,8,3
11045,NED,1,CR,0,0,1,0,Exp,0,2968.0,60.25,53,62,47,45,60,12,3
11046,NED,1,CR,0,0,1,0,Exp,0,2968.0,62.25,70,61,62,41,55,3,3
11401,NED,1,CR,0,0,1,1,Exp,0,1139.0,23.66666668653488,35,34,30,28,34,16,3
11402,NED,1,CR,0,0,1,1,Exp,0,1139.0,23.66666668653488,18,19,16,18,14,4,3
12440,NED,1,NR,0,0,0,1,Raj,1,1306.0,17.0,51,138,83,54,14,8,3
11045,KNVT,1,CR,0,0,1,0,Exp,0,2968.0,60.25,29,33,21,20,27,12,3
11046,KNVT,1,CR,0,0,1,0,Exp,0,2968.0,62.25,113,100,100,66,86,3,3
11401,KNVT,1,CR,0,0,1,1,Exp,0,1139.0,23.66666668653488,27,26,24,26,23,16,3
11402,KNVT,1,CR,0,0,1,1,Exp,0,1139.0,23.66666668653488,21,13,13,11,20,4,3
11045,ADB,1,CR,0,0,1,0,Exp,0,2968.0,60.25,41,28,21,19,43,12,5
11046,ADB,1,CR,0,0,1,0,Exp,0,2968.0,62.25,91,89,94,64,69,3,5
11401,ADB,1,CR,0,0,1,1,Exp,0,1139.0,23.66666668653488,25,23,21,21,25,16,5
11402,ADB,1,CR,0,0,1,1,Exp,0,1139.0,23.66666668653488,1,1,1,5,1,4,5
11045,WANI,1,CR,0,0,1,0,Exp,0,2968.0,60.25,14,13,9,10,5,12,7
11046,WANI,1,CR,0,0,1,0,Exp,0,2968.0,62.25,184,177,177,143,155,3,7
11045,MJRI,1,CR,0,0,1,0,Exp,0,2968.0,60.25,16,25,21,22,5,12,7
11046,MJRI,1,CR,0,0,1,0,Exp,0,2968.0,62.25,180,172,173,139,155,3,7
11045,SEGM,1,CR,0,0,1,0,Exp,0,2968.0,60.25,17,31,31,28,20,12,7
11046,SEGM,1,CR,0,0,1,0,Exp,0,2968.0,62.25,190,187,189,156,183,3,7
12511,SEGM,1,NER,0,0,1,1,SF,0,3251.0,59.08333333581686,83,197,169,171,31,1,7
12512,SEGM,1,NER,0,0,1,1,SF,0,3251.0,57.66666668653488,110,156,102,110,48,7,7
12522,SEGM,1,ECR,0,0,1,1,SF,0,3441.0,60.66666668653488,46,84,63,79,93,8,7
12589,SEGM,1,NFR,0,0,1,1,SF,0,1827.0,32.41666665673256,55,191,183,206,51,1,7
12590,SEGM,1,NFR,0,0,1,1,SF,0,1827.0,31.83333331346512,55,80,67,106,60,1,7
12669,SEGM,1,SR,0,0,1,1,SF,0,2343.0,42.08333333581686,52,67,50,52,24,12,7
12670,SEGM,1,SR,0,0,1,1,SF,0,2343.0,41.41666665673256,89,144,128,111,42,3,7
12687,SEGM,1,SR,0,0,1,1,SF,0,2488.0,43.25,96,119,103,93,61,8,7
12688,SEGM,1,SR,0,0,1,1,SF,0,2488.0,42.91666668653488,55,77,78,61,44,0,7
12791,SEGM,1,SCR,0,0,1,1,SF,0,1840.0,33.16666667163372,55,146,96,104,42,3,7
12792,SEGM,1,SCR,0,0,1,1,SF,0,1840.0,33.41666665673256,73,84,78,73,99,12,7
12810,SEGM,1,SER,0,0,1,1,SF,1,1968.0,33.16666667163372,178,190,242,231,152,15,7
12967,SEGM,1,NWR,0,0,1,1,SF,1,2185.0,36.33333334326744,42,37,27,34,19,16,7
12968,SEGM,1,NWR,0,0,1,1,SF,1,2185.0,38.08333333581686,48,49,44,41,55,16,7
12969,SEGM,1,NWR,0,0,1,1,SF,1,2682.0,44.66666668653488,33,27,24,21,24,4,7
12970,SEGM,1,NWR,0,0,1,1,SF,1,2682.0,46.33333334326744,25,37,38,39,20,16,7
11045,AMLA,1,CR,0,0,1,0,Exp,0,2968.0,60.25,51,75,72,66,45,12,7
11046,AMLA,1,CR,0,0,1,0,Exp,0,2968.0,62.25,139,150,152,120,164,3,7
12159,AMLA,1,CR,0,0,1,1,SF,0,726.0,13.0,83,92,85,55,89,16,7
12160,AMLA,1,CR,0,0,1,1,SF,0,726.0,13.0,31,33,31,34,35,16,7
12511,AMLA,1,NER,0,0,1,1,SF,0,3251.0,59.08333333581686,62,179,161,163,17,1,7
12512,AMLA,1,NER,0,0,1,1,SF,0,3251.0,57.66666668653488,118,171,115,120,54,7,7
12522,AMLA,1,ECR,0,0,1,1,SF,0,3441.0,60.66666668653488,64,96,72,86,81,8,7
12589,AMLA,1,NFR,0,0,1,1,SF,0,1827.0,32.41666665673256,66,189,184,201,85,1,7
12590,AMLA,1,NFR,0,0,1,1,SF,0,1827.0,31.83333331346512,82,133,107,142,84,1,7
12591,AMLA,1,NFR,0,0,1,1,SF,0,2547.0,46.08333333581686,53,188,175,181,57,1,7
12643,AMLA,1,SR,0,0,1,0,SF,0,3014.0,50.75,73,88,95,99,19,8,7
12644,AMLA,1,SR,0,0,1,0,SF,0,3014.0,53.16666667163372,23,64,71,66,15,3,7
12913,AMLA,1,WR,0,0,1,1,SF,0,652.0,11.833333313465118,26,22,22,29,15,16,7
12914,AMLA,1,WR,0,0,1,1,SF,0,652.0,11.583333313465118,35,40,40,42,18,16,7
12923,AMLA,1,WR,0,0,1,1,SF,0,607.0,11.0,22,46,39,34,23,0,7
12924,AMLA,1,WR,0,0,1,1,SF,0,607.0,10.41666665673256,56,53,64,57,30,16,7
11045,BZU,1,CR,0,0,1,0,Exp,0,2968.0,60.25,55,78,73,66,49,12,8
11046,BZU,1,CR,0,0,1,0,Exp,0,2968.0,62.25,133,146,149,116,164,3,8
12159,BZU,1,CR,0,0,1,1,SF,0,726.0,13.0,93,103,94,61,100,16,8
12160,BZU,1,CR,0,0,1,1,SF,0,726.0,13.0,27,29,28,29,35,16,8
12511,BZU,1,NER,0,0,1,1,SF,0,3251.0,59.08333333581686,57,175,158,159,17,1,8
12512,BZU,1,NER,0,0,1,1,SF,0,3251.0,57.66666668653488,120,175,118,124,55,7,8
12522,BZU,1,ECR,0,0,1,1,SF,0,3441.0,60.66666668653488,67,100,75,90,81,8,8
12589,BZU,1,NFR,0,0,1,1,SF,0,1827.0,32.41666665673256,61,184,181,196,82,1,8
12590,BZU,1,NFR,0,0,1,1,SF,0,1827.0,31.83333331346512,82,136,109,144,85,1,8
12591,BZU,1,NFR,0,0,1,1,SF,0,2547.0,46.08333333581686,51,184,173,177,58,1,8
12643,BZU,1,SR,0,0,1,0,SF,0,3014.0,50.75,75,87,96,101,19,8,8
12644,BZU,1,SR,0,0,1,0,SF,0,3014.0,53.16666667163372,14,55,63,59,9,3,8
12645,BZU,1,SR,0,0,1,1,SF,0,2809.0,46.16666667163372,62,79,56,69,50,0,8
12646,BZU,1,SR,0,0,1,1,SF,0,2809.0,48.0,46,86,65,50,19,7,8
12647,BZU,1,SR,0,0,1,1,SF,0,2671.0,47.0,79,63,48,44,99,16,8
12648,BZU,1,SR,0,0,1,1,SF,0,2671.0,48.83333331346512,42,72,69,50,46,8,8
12669,BZU,1,SR,0,0,1,1,SF,0,2343.0,42.08333333581686,85,92,69,69,71,12,8
12670,BZU,1,SR,0,0,1,1,SF,0,2343.0,41.41666665673256,66,115,105,95,48,3,8
12791,BZU,1,SCR,0,0,1,1,SF,0,1840.0,33.16666667163372,64,173,114,120,52,3,8
12792,BZU,1,SCR,0,0,1,1,SF,0,1840.0,33.41666665673256,69,74,77,71,113,12,8
12807,BZU,1,ECoR,0,0,1,1,SF,0,1911.0,34.33333334326744,117,137,141,139,69,8,8
12808,BZU,1,ECoR,0,0,1,1,SF,0,1911.0,33.83333331346512,11,63,47,40,15,8,8
12913,BZU,1,WR,0,0,1,1,SF,0,652.0,11.833333313465118,21,16,16,23,13,16,8
12914,BZU,1,WR,0,0,1,1,SF,0,652.0,11.583333313465118,45,47,45,46,40,16,8
12923,BZU,1,WR,0,0,1,1,SF,0,607.0,11.0,11,37,32,27,20,0,8
12924,BZU,1,WR,0,0,1,1,SF,0,607.0,10.41666665673256,57,56,66,60,32,16,8
12967,BZU,1,NWR,0,0,1,1,SF,1,2185.0,36.33333334326744,59,53,40,41,18,16,8
12968,BZU,1,NWR,0,0,1,1,SF,1,2185.0,38.08333333581686,22,22,19,19,26,16,8
12969,BZU,1,NWR,0,0,1,1,SF,1,2682.0,44.66666668653488,24,28,31,36,18,4,8
12970,BZU,1,NWR,0,0,1,1,SF,1,2682.0,46.33333334326744,18,23,21,21,16,16,8
11045,GDYA,1,CR,0,0,1,0,Exp,0,2968.0,60.25,53,77,72,66,48,12,4
11046,GDYA,1,CR,0,0,1,0,Exp,0,2968.0,62.25,135,147,144,112,170,3,4
12511,GDYA,1,NER,0,0,1,1,SF,0,3251.0,59.08333333581686,57,174,157,155,19,1,4
12512,GDYA,1,NER,0,0,1,1,SF,0,3251.0,57.66666668653488,126,182,125,129,64,7,4
12522,GDYA,1,ECR,0,0,1,1,SF,0,3441.0,60.66666668653488,75,108,83,97,93,8,4
12589,GDYA,1,NFR,0,0,1,1,SF,0,1827.0,32.41666665673256,65,178,175,190,87,1,4
12590,GDYA,1,NFR,0,0,1,1,SF,0,1827.0,31.83333331346512,85,138,109,144,88,1,4
12591,GDYA,1,NFR,0,0,1,1,SF,0,2547.0,46.08333333581686,53,180,166,169,59,1,4
12791,GDYA,1,SCR,0,0,1,1,SF,0,1840.0,33.16666667163372,63,174,115,119,54,3,4
12792,GDYA,1,SCR,0,0,1,1,SF,0,1840.0,33.41666665673256,56,62,65,59,106,12,4
11045,PCOI,1,CR,0,0,1,0,Exp,0,2968.0,60.25,82,115,86,85,236,12,0
11046,PCOI,1,CR,0,0,1,0,Exp,0,2968.0,62.25,98,67,67,51,108,3,0
12141,PCOI,1,CR,0,0,1,1,SF,0,1714.0,29.25,52,88,85,68,38,3,0
12142,PCOI,1,CR,0,0,1,1,SF,0,1714.0,28.83333331346512,103,103,98,81,130,3,0
12149,PCOI,1,CR,0,0,1,1,SF,0,1781.0,31.08333333581686,89,77,77,68,141,12,0
12150,PCOI,1,CR,0,0,1,1,SF,0,1780.0,30.58333331346512,40,54,46,38,46,0,0
12167,PCOI,1,CR,0,0,1,0,SF,0,1480.0,27.25,37,45,44,39,28,16,0
12168,PCOI,1,CR,0,0,1,0,SF,0,1480.0,26.08333333581686,45,53,48,43,61,0,0
12175,PCOI,1,CR,0,0,1,1,SF,0,1303.0,23.58333331346512,57,81,71,57,70,0,0
12176,PCOI,1,CR,0,0,1,1,SF,0,1303.0,23.66666668653488,43,45,43,36,55,0,0
12177,PCOI,1,NCR,0,0,1,1,SF,0,1475.0,26.75,46,92,82,62,52,8,0
12389,PCOI,1,ER,0,0,1,1,SF,0,2346.0,39.0,77,82,67,60,117,7,0
12390,PCOI,1,ER,0,0,1,1,SF,0,2346.0,38.16666667163372,71,55,48,56,113,12,0
12519,PCOI,1,SR,0,0,1,1,SF,0,1667.0,24.58333331346512,35,40,52,53,55,8,0
12520,PCOI,1,CR,0,0,1,1,SF,0,1667.0,24.25,63,93,97,96,57,3,0
11045,DDU,1,CR,0,0,1,0,Exp,0,2968.0,60.25,121,107,77,72,268,12,8
11046,DDU,1,CR,0,0,1,0,Exp,0,2968.0,62.25,9,11,12,7,1,3,8
12141,DDU,1,CR,0,0,1,1,SF,0,1714.0,29.25,89,101,97,73,128,3,8
12142,DDU,1,CR,0,0,1,1,SF,0,1714.0,28.83333331346512,5,24,14,15,2,3,8
12149,DDU,1,CR,0,0,1,1,SF,0,1781.0,31.08333333581686,114,77,76,58,198,12,8
12150,DDU,1,CR,0,0,1,1,SF,0,1780.0,30.58333331346512,1,2,2,2,2,0,8
12175,DDU,1,CR,0,0,1,1,SF,0,1303.0,23.58333331346512,4,17,14,12,8,0,8
12176,DDU,1,CR,0,0,1,1,SF,0,1303.0,23.66666668653488,39,35,35,23,61,0,8
12177,DDU,1,NCR,0,0,1,1,SF,0,1475.0,26.75,5,45,31,18,7,8,8
12235,DDU,1,NR,0,0,0,1,Raj,1,2453.0,42.5,57,90,49,27,1,7,8
12236,DDU,1,NR,0,0,0,1,Raj,1,2474.0,44.25,95,160,107,69,5,7,8
12259,DDU,1,ER,0,0,0,1,Drnt,1,1453.0,16.33333334326744,8,13,18,13,4,8,8
12260,DDU,1,ER,0,0,0,1,Drnt,1,1453.0,16.33333334326744,160,170,148,100,227,3,8
12273,DDU,1,ER,0,0,1,1,Drnt,1,1446.0,17.08333333581686,0,18,17,18,1,0,8
12274,DDU,1,ER,0,0,1,1,Drnt,1,1441.0,17.0,194,263,231,180,256,9,8
12281,DDU,1,ECoR,0,0,1,1,Drnt,1,1724.0,21.91666668653488,21,33,49,36,6,8,8
12282,DDU,1,ECoR,0,0,1,1,Drnt,1,1724.0,22.08333333581686,207,278,277,258,149,2,8
12301,DDU,1,ER,0,0,0,1,Raj,1,1447.0,17.0,5,15,18,15,4,16,8
12302,DDU,1,ER,0,0,0,1,Raj,1,1447.0,16.91666668653488,21,109,88,54,16,8,8
12305,DDU,1,ER,0,0,0,1,Raj,1,1530.0,19.83333331346512,2,3,2,2,8,4,8
12306,DDU,1,ER,0,0,0,1,Raj,1,1542.0,19.66666668653488,38,129,93,52,115,8,8
12307,DDU,1,ER,0,0,1,1,SF,0,1814.0,30.5,14,16,20,16,7,8,8
12308,DDU,1,ER,0,0,1,1,SF,0,1814.0,31.5,183,199,169,126,267,7,8
12309,DDU,1,ECR,0,0,0,1,Raj,1,1001.0,12.583333313465118,2,15,8,7,1,16,8
12310,DDU,1,ECR,0,0,0,1,Raj,1,1001.0,12.833333313465118,28,99,72,47,41,8,8
12311,DDU,1,ER,0,0,1,1,SF,1,1743.0,32.83333331346512,8,28,36,23,9,1,8
12312,DDU,1,ER,0,0,1,1,SF,1,1743.0,31.58333331346512,110,93,78,54,174,12,8
12313,DDU,1,ER,0,0,0,1,Raj,1,1454.0,17.5,6,15,14,15,1,4,8
12314,DDU,1,ER,0,0,0,1,Raj,1,1454.0,17.75,19,115,89,51,17,8,8
12317,DDU,1,ER,0,0,1,1,SF,0,1898.0,33.16666667163372,17,14,13,28,13,3,8
12355,DDU,1,ER,0,0,1,1,SF,0,1510.0,27.33333334326744,3,4,8,6,5,7,8
12356,DDU,1,ER,0,0,1,1,SF,0,1510.0,26.83333331346512,90,174,168,122,139,1,8
12357,DDU,1,ER,0,0,1,1,SF,0,1812.0,28.33333334326744,40,39,47,33,21,10,8
12358,DDU,1,ER,0,0,1,1,SF,0,1812.0,29.0,93,93,123,103,170,8,8
12367,DDU,1,ER,0,0,1,1,SF,1,1206.0,20.41666665673256,6,10,8,20,9,4,8
12368,DDU,1,ER,0,0,1,1,SF,1,1206.0,21.75,185,175,156,111,210,9,8
12370,DDU,1,ER,0,0,1,1,SF,0,1536.0,27.33333334326744,393,383,284,229,725,13,8
12379,DDU,1,ER,0,0,1,1,SF,0,1894.0,30.5,16,56,62,44,23,3,8
12380,DDU,1,ER,0,0,1,1,SF,0,1894.0,30.58333331346512,56,161,130,114,0,3,8
12381,DDU,1,ER,0,0,1,1,SF,1,1446.0,23.0,6,15,26,22,8,0,8
12382,DDU,1,ER,0,0,1,1,SF,1,1446.0,24.41666665673256,24,58,50,33,77,8,8
12389,DDU,1,ER,0,0,1,1,SF,0,2346.0,39.0,8,8,10,8,3,7,8
12390,DDU,1,ER,0,0,1,1,SF,0,2346.0,38.16666667163372,54,29,19,24,86,12,8
12391,DDU,1,ER,0,0,1,1,SF,1,1103.0,21.0,13,17,13,15,1,0,8
12392,DDU,1,ECR,0,0,1,1,SF,1,1103.0,20.91666668653488,37,60,74,58,55,3,8
12393,DDU,1,ER,0,0,1,1,SF,1,1001.0,15.0,6,6,7,7,3,16,8
12394,DDU,1,ER,0,0,1,1,SF,1,1001.0,14.08333333581686,53,103,77,50,85,8,8
12395,DDU,1,ER,0,0,1,1,SF,0,1305.0,20.58333331346512,2,4,3,2,4,3,8
12396,DDU,1,ER,0,0,1,1,SF,0,1305.0,23.16666667163372,234,191,194,153,306,3,8
12397,DDU,1,ER,0,0,1,1,SF,0,990.0,14.5,6,9,12,11,4,12,8
12398,DDU,1,ER,0,0,1,1,SF,0,990.0,15.666666686534882,159,183,150,107,183,10,8
12487,DDU,1,NR,0,0,1,1,SF,0,1383.0,24.33333334326744,1,12,14,15,1,0,8
12488,DDU,1,NR,0,0,1,1,SF,0,1383.0,24.41666665673256,173,157,154,131,254,10,8
12495,DDU,1,NR,0,0,1,1,SF,0,1873.0,31.75,66,85,49,32,0,0,8
12496,DDU,1,NR,0,0,1,1,SF,0,1885.0,31.0,2,24,22,15,5,8,8
12505,DDU,1,NFR,0,0,1,1,SF,0,1866.0,33.5,13,25,22,26,9,3,8
12506,DDU,1,NFR,0,0,1,1,SF,0,1867.0,33.83333331346512,193,212,198,149,248,9,8
12519,DDU,1,SR,0,0,1,1,SF,0,1667.0,24.58333331346512,27,37,61,49,45,8,8
12520,DDU,1,CR,0,0,1,1,SF,0,1667.0,24.25,13,43,38,52,38,3,8
12791,DDU,1,SCR,0,0,1,1,SF,0,1840.0,33.16666667163372,24,138,79,86,47,3,8
12792,DDU,1,SCR,0,0,1,1,SF,0,1840.0,33.41666665673256,6,9,8,9,2,12,8
12801,DDU,1,ECoR,0,0,1,1,SF,0,1863.0,31.0,8,26,26,19,17,0,8
12802,DDU,1,ECoR,0,0,1,1,SF,0,1863.0,31.0,75,125,108,66,91,7,8
12815,DDU,1,SER,0,0,1,1,SF,0,1804.0,30.08333333581686,18,30,34,26,27,0,8
12816,DDU,1,SER,0,0,1,1,SF,0,1794.0,29.91666668653488,191,179,160,128,228,10,8
12817,DDU,1,SER,0,0,1,1,SF,0,1300.0,23.16666667163372,4,8,6,7,4,16,8
12818,DDU,1,SER,0,0,1,1,SF,0,1303.0,20.83333331346512,110,163,137,95,199,10,8
12819,DDU,1,ECoR,0,0,1,1,SKr,0,1799.0,29.16666667163372,51,51,45,30,15,0,8
12820,DDU,1,ECoR,0,0,1,1,SKr,0,1799.0,29.0,171,140,131,104,236,10,8
12825,DDU,1,SER,0,0,1,1,SKr,0,1306.0,21.16666667163372,6,12,24,14,15,16,8
12826,DDU,1,SER,0,0,1,1,SKr,0,1309.0,21.75,200,163,171,136,272,10,8
12947,DDU,1,WR,0,0,1,0,SF,0,1772.0,31.0,111,100,85,55,165,0,8
12948,DDU,1,WR,0,0,1,0,SF,0,1772.0,30.33333334326744,3,3,3,5,4,8,8
12987,DDU,1,WR,0,0,1,1,SF,0,1642.0,27.41666665673256,6,22,38,22,7,8,8
12988,DDU,1,NWR,0,0,1,1,SF,0,1642.0,27.16666667163372,63,80,67,41,106,8,8
14003,DDU,1,NR,0,0,1,1,Exp,0,1387.0,28.66666668653488,76,68,29,16,0,7,8
14004,DDU,1,NR,0,0,1,1,Exp,0,1387.0,29.25,220,244,166,113,155,10,8
11045,BBU,1,CR,0,0,1,0,Exp,0,2968.0,60.25,131,120,92,90,273,12,0
11046,BBU,1,CR,0,0,1,0,Exp,0,2968.0,62.25,37,44,42,31,37,3,0
12175,BBU,1,CR,0,0,1,1,SF,0,1303.0,23.58333331346512,9,22,22,24,11,0,0
12176,BBU,1,CR,0,0,1,1,SF,0,1303.0,23.66666668653488,46,46,44,35,65,0,0
12177,BBU,1,NCR,0,0,1,1,SF,0,1475.0,26.75,14,56,42,32,19,8,0
12307,BBU,1,ER,0,0,1,1,SF,0,1814.0,30.5,14,24,21,19,7,8,0
12308,BBU,1,ER,0,0,1,1,SF,0,1814.0,31.5,195,214,182,140,278,7,0
12311,BBU,1,ER,0,0,1,1,SF,1,1743.0,32.83333331346512,22,42,39,34,22,1,0
12312,BBU,1,ER,0,0,1,1,SF,1,1743.0,31.58333331346512,119,106,89,65,179,12,0
12381,BBU,1,ER,0,0,1,1,SF,1,1446.0,23.0,21,30,31,31,20,0,0
12382,BBU,1,ER,0,0,1,1,SF,1,1446.0,24.41666665673256,35,71,64,46,86,8,0
12389,BBU,1,ER,0,0,1,1,SF,0,2346.0,39.0,23,23,27,26,12,7,0
12390,BBU,1,ER,0,0,1,1,SF,0,2346.0,38.16666667163372,67,44,34,41,96,12,0
12397,BBU,1,ER,0,0,1,1,SF,0,990.0,14.5,22,26,30,24,20,12,0
12398,BBU,1,ER,0,0,1,1,SF,0,990.0,15.666666686534882,171,202,167,126,195,10,0
12801,BBU,1,ECoR,0,0,1,1,SF,0,1863.0,31.0,31,52,50,43,38,0,0
12802,BBU,1,ECoR,0,0,1,1,SF,0,1863.0,31.0,86,140,122,80,105,7,0
12817,BBU,1,SER,0,0,1,1,SF,0,1300.0,23.16666667163372,47,56,50,45,50,16,0
12818,BBU,1,SER,0,0,1,1,SF,0,1303.0,20.83333331346512,123,181,154,110,215,10,0
12987,BBU,1,WR,0,0,1,1,SF,0,1642.0,27.41666665673256,12,33,34,24,11,8,0
12988,BBU,1,NWR,0,0,1,1,SF,0,1642.0,27.16666667163372,75,94,83,51,117,8,0
11045,SSM,1,CR,0,0,1,0,Exp,0,2968.0,60.25,135,125,102,102,280,12,8
11046,SSM,1,CR,0,0,1,0,Exp,0,2968.0,62.25,27,31,33,24,14,3,8
12175,SSM,1,CR,0,0,1,1,SF,0,1303.0,23.58333331346512,7,19,16,17,10,0,8
12176,SSM,1,CR,0,0,1,1,SF,0,1303.0,23.66666668653488,51,50,49,42,70,0,8
12177,SSM,1,NCR,0,0,1,1,SF,0,1475.0,26.75,13,50,34,24,21,8,8
12307,SSM,1,ER,0,0,1,1,SF,0,1814.0,30.5,17,25,21,18,11,8,8
12308,SSM,1,ER,0,0,1,1,SF,0,1814.0,31.5,200,219,188,147,282,7,8
12311,SSM,1,ER,0,0,1,1,SF,1,1743.0,32.83333331346512,22,40,37,32,23,1,8
12312,SSM,1,ER,0,0,1,1,SF,1,1743.0,31.58333331346512,124,111,93,70,184,12,8
12357,SSM,1,ER,0,0,1,1,SF,0,1812.0,28.33333334326744,36,37,49,35,24,10,8
12358,SSM,1,ER,0,0,1,1,SF,0,1812.0,29.0,107,107,140,122,181,8,8
12379,SSM,1,ER,0,0,1,1,SF,0,1894.0,30.5,24,59,55,39,40,3,8
12380,SSM,1,ER,0,0,1,1,SF,0,1894.0,30.58333331346512,68,180,148,134,7,3,8
12381,SSM,1,ER,0,0,1,1,SF,1,1446.0,23.0,20,28,27,26,23,0,8
12382,SSM,1,ER,0,0,1,1,SF,1,1446.0,24.41666665673256,42,80,74,55,94,8,8
12389,SSM,1,ER,0,0,1,1,SF,0,2346.0,39.0,26,24,26,23,15,7,8
12390,SSM,1,ER,0,0,1,1,SF,0,2346.0,38.16666667163372,75,54,44,49,103,12,8
12397,SSM,1,ER,0,0,1,1,SF,0,990.0,14.5,21,23,25,20,21,12,8
