train_number,station_code,third_ac,zone,chair_car,first_class,sleeper,second_ac,type,first_ac,distance,duration,month,month_3,month_6,year,week,train_delay_level,station_delay_level
12280,MRA,0,NR,1,0,0,0,SF,0,403.0,6.5,19,46,37,24,20,16,3
12919,MRA,1,WR,0,0,1,1,SF,0,1540.0,27.5,73,93,85,69,42,7,3
12920,MRA,1,WR,0,0,1,1,SF,0,1540.0,27.83333331346512,42,61,49,40,31,0,3
11450,MAKR,1,CR,0,0,1,1,Exp,0,1509.0,32.91666668653488,20,47,42,40,12,16,3
11450,SGO,1,CR,0,0,1,1,Exp,0,1509.0,32.91666668653488,57,98,88,74,42,16,7
12121,SGO,1,WCR,0,0,1,1,SKr,1,909.0,13.916666686534882,46,56,46,43,19,8,7
12122,SGO,1,WCR,0,0,1,1,SKr,1,909.0,14.583333313465118,64,112,83,58,28,8,7
12549,SGO,1,SECR,0,0,1,1,SF,1,1873.0,33.08333333581686,181,166,165,164,150,11,7
12550,SGO,1,SECR,0,0,1,1,SF,1,1873.0,33.33333334326744,114,142,111,96,24,10,7
12823,SGO,1,SER,0,0,1,1,SKr,1,1281.0,21.08333333581686,103,131,124,129,65,3,7
12824,SGO,1,SER,0,0,1,1,SKr,1,1284.0,21.75,48,83,71,53,36,7,7
11450,DMO,1,CR,0,0,1,1,Exp,0,1509.0,32.91666668653488,63,109,93,80,37,16,8
12121,DMO,1,WCR,0,0,1,1,SKr,1,909.0,13.916666686534882,33,41,35,32,19,8,8
12122,DMO,1,WCR,0,0,1,1,SKr,1,909.0,14.583333313465118,80,131,99,71,39,8,8
11450,KMZ,1,CR,0,0,1,1,Exp,0,1509.0,32.91666668653488,72,125,99,82,59,16,7
12121,KMZ,1,WCR,0,0,1,1,SKr,1,909.0,13.916666686534882,23,27,26,24,17,8,7
12122,KMZ,1,WCR,0,0,1,1,SKr,1,909.0,14.583333313465118,68,131,91,63,28,8,7
12549,KMZ,1,SECR,0,0,1,1,SF,1,1873.0,33.08333333581686,158,150,156,154,126,11,7
12550,KMZ,1,SECR,0,0,1,1,SF,1,1873.0,33.33333334326744,171,223,175,155,167,10,7
12823,KMZ,1,SER,0,0,1,1,SKr,1,1281.0,21.08333333581686,91,113,113,112,49,3,7
12824,KMZ,1,SER,0,0,1,1,SKr,1,1284.0,21.75,58,97,79,61,22,7,7
12001,RKMP,0,NR,1,0,0,0,Shtb,1,701.0,7.833333313465118,4,24,20,16,1,0,0
12002,RKMP,0,NR,1,0,0,0,Shtb,1,701.0,7.833333313465118,4,44,31,13,0,16,0
12155,RKMP,1,WCR,0,0,1,1,SF,1,700.0,11.0,3,3,4,3,1,0,0
12156,RKMP,1,WCR,0,0,1,1,SF,1,700.0,10.08333333581686,116,150,175,143,240,8,0
12161,RKMP,1,CR,0,0,1,1,SF,0,1334.0,20.5,56,51,50,48,113,12,0
12162,RKMP,1,CR,0,0,1,1,SF,0,1334.0,22.91666668653488,97,117,123,96,84,1,0
12213,RKMP,1,NR,0,0,0,1,Drnt,1,2314.0,31.16666667163372,77,114,69,77,184,3,0
12269,RKMP,1,SR,0,0,1,1,Drnt,1,2176.0,27.91666668653488,75,195,122,134,22,1,0
12270,RKMP,1,SR,0,0,1,1,Drnt,1,2176.0,28.33333334326744,103,357,235,209,54,14,0
12285,RKMP,1,SCR,0,0,1,1,Drnt,1,1660.0,21.08333333581686,29,40,26,25,7,16,0
12286,RKMP,1,SCR,0,0,1,1,Drnt,1,1660.0,22.16666667163372,66,183,135,95,11,3,0
12533,RKMP,1,NER,0,0,1,1,SF,1,1426.0,24.33333334326744,27,53,51,35,21,16,0
12534,RKMP,1,NER,0,0,1,1,SF,1,1426.0,24.33333334326744,21,28,28,30,20,0,0
12913,RKMP,1,WR,0,0,1,1,SF,0,652.0,11.833333313465118,35,31,29,24,42,16,0
12914,RKMP,1,WR,0,0,1,1,SF,0,652.0,11.583333313465118,11,10,9,10,0,16,0
12923,RKMP,1,WR,0,0,1,1,SF,0,607.0,11.0,25,41,35,24,22,0,0
12924,RKMP,1,WR,0,0,1,1,SF,0,607.0,10.41666665673256,11,10,27,25,7,16,0
12967,RKMP,1,NWR,0,0,1,1,SF,1,2185.0,36.33333334326744,27,25,21,24,0,16,0
12968,RKMP,1,NWR,0,0,1,1,SF,1,2185.0,38.08333333581686,13,14,12,13,15,16,0
12969,RKMP,1,NWR,0,0,1,1,SF,1,2682.0,44.66666668653488,6,25,22,22,8,4,0
12970,RKMP,1,NWR,0,0,1,1,SF,1,2682.0,46.33333334326744,15,13,12,16,3,16,0
12001,BPL,0,NR,1,0,0,0,Shtb,1,701.0,7.833333313465118,7,35,27,19,4,0,0
12002,BPL,0,NR,1,0,0,0,Shtb,1,701.0,7.833333313465118,21,59,47,30,16,16,0
12103,BPL,1,CR,0,0,1,1,SF,0,1478.0,24.91666668653488,174,76,61,39,147,5,0
12104,BPL,1,CR,0,0,1,1,SF,0,1477.0,25.58333331346512,186,90,85,66,165,5,0
12107,BPL,1,CR,0,0,1,1,SF,0,1410.0,22.75,19,24,28,31,17,0,0
12108,BPL,1,CR,0,0,1,1,SF,0,1409.0,24.0,29,66,64,71,23,0,0
12144,BPL,1,CR,0,0,1,1,SF,0,1550.0,28.25,15,43,50,55,1,16,0
12147,BPL,1,CR,0,0,1,1,SF,0,1915.0,32.0,72,46,73,49,238,12,0
12148,BPL,1,CR,0,0,1,1,SF,0,1915.0,34.33333334326744,22,63,66,41,26,8,0
12155,BPL,1,WCR,0,0,1,1,SF,1,700.0,11.0,7,8,9,10,4,0,0
12156,BPL,1,WCR,0,0,1,1,SF,1,700.0,10.08333333581686,122,156,144,96,247,8,0
12171,BPL,1,CR,0,0,0,1,SF,1,1772.0,29.33333334326744,22,16,15,19,13,16,0
12172,BPL,1,CR,0,0,0,1,SF,1,1772.0,29.08333333581686,54,53,63,38,11,16,0
12173,BPL,1,CR,0,0,1,1,SF,0,1583.0,26.5,16,22,25,27,10,0,0
12174,BPL,1,CR,0,0,1,1,SF,0,1583.0,28.41666665673256,15,51,50,53,18,16,0
12433,BPL,1,NR,0,0,0,1,Raj,1,2176.0,28.16666667163372,10,19,22,36,3,16,0
12434,BPL,1,NR,0,0,0,1,Raj,1,2176.0,28.25,24,47,44,35,5,16,0
12437,BPL,1,NR,0,0,0,1,Raj,1,1660.0,21.58333331346512,17,66,41,40,28,0,0
12440,BPL,1,NR,0,0,0,1,Raj,1,1306.0,17.0,76,165,106,72,27,8,0
12441,BPL,1,NR,0,0,0,1,Raj,1,1501.0,20.75,63,70,75,63,29,8,0
12442,BPL,1,NR,0,0,0,1,Raj,1,1501.0,20.25,24,38,35,30,27,8,0
12511,BPL,1,NER,0,0,1,1,SF,0,3251.0,59.08333333581686,57,167,151,152,17,1,0
12512,BPL,1,NER,0,0,1,1,SF,0,3251.0,57.66666668653488,85,146,94,96,26,7,0
12522,BPL,1,ECR,0,0,1,1,SF,0,3441.0,60.66666668653488,71,88,62,68,37,8,0
12533,BPL,1,NER,0,0,1,1,SF,1,1426.0,24.33333334326744,24,50,50,34,20,16,0
12534,BPL,1,NER,0,0,1,1,SF,1,1426.0,24.33333334326744,22,32,32,34,20,0,0
12589,BPL,1,NFR,0,0,1,1,SF,0,1827.0,32.41666665673256,66,142,152,179,84,1,0
12590,BPL,1,NFR,0,0,1,1,SF,0,1827.0,31.83333331346512,27,90,69,100,29,1,0
12591,BPL,1,NFR,0,0,1,1,SF,0,2547.0,46.08333333581686,45,170,163,166,36,1,0
12643,BPL,1,SR,0,0,1,0,SF,0,3014.0,50.75,49,66,77,81,30,8,0
12644,BPL,1,SR,0,0,1,0,SF,0,3014.0,53.16666667163372,14,56,58,53,8,3,0
12645,BPL,1,SR,0,0,1,1,SF,0,2809.0,46.16666667163372,24,49,31,45,0,0,0
12646,BPL,1,SR,0,0,1,1,SF,0,2809.0,48.0,49,87,67,45,17,7,0
12647,BPL,1,SR,0,0,1,1,SF,0,2671.0,47.0,52,31,20,18,41,16,0
12648,BPL,1,SR,0,0,1,1,SF,0,2671.0,48.83333331346512,33,67,65,47,39,8,0
12649,BPL,1,SWR,0,0,1,1,SKr,1,2277.0,35.08333333581686,153,158,116,112,127,7,0
12650,BPL,1,SWR,0,0,1,1,SKr,1,2276.0,36.25,64,114,92,59,27,10,0
12687,BPL,1,SR,0,0,1,1,SF,0,2488.0,43.25,44,81,74,63,5,8,0
12688,BPL,1,SR,0,0,1,1,SF,0,2488.0,42.91666668653488,32,52,53,38,10,0,0
12707,BPL,1,SCR,0,0,1,1,SKr,0,2302.0,36.25,46,74,53,42,69,12,0
12708,BPL,1,SCR,0,0,1,1,SKr,0,2302.0,38.16666667163372,7,51,42,26,5,8,0
12779,BPL,1,SWR,0,0,1,1,SF,0,2202.0,39.08333333581686,37,57,61,49,52,0,0
12780,BPL,1,SWR,0,0,1,1,SF,0,2202.0,39.41666665673256,36,64,54,37,29,7,0
12781,BPL,1,SWR,0,0,1,1,SF,0,2618.0,44.91666668653488,111,104,71,61,10,12,0
12807,BPL,1,ECoR,0,0,1,1,SF,0,1911.0,34.33333334326744,86,107,112,111,28,8,0
12808,BPL,1,ECoR,0,0,1,1,SF,0,1911.0,33.83333331346512,7,61,45,37,6,8,0
12919,BPL,1,WR,0,0,1,1,SF,0,1540.0,27.5,20,29,26,26,19,7,0
12920,BPL,1,WR,0,0,1,1,SF,0,1540.0,27.83333331346512,64,110,88,65,50,0,0
12943,BPL,1,WR,0,0,1,1,SF,0,1305.0,23.83333331346512,7,19,23,21,8,16,0
12944,BPL,1,WR,0,0,1,1,SF,0,1305.0,23.58333331346512,13,34,38,32,11,16,0
12967,BPL,1,NWR,0,0,1,1,SF,1,2185.0,36.33333334326744,30,25,20,24,8,16,0
12968,BPL,1,NWR,0,0,1,1,SF,1,2185.0,38.08333333581686,8,12,10,11,9,16,0
12969,BPL,1,NWR,0,0,1,1,SF,1,2682.0,44.66666668653488,13,25,22,22,30,4,0
12970,BPL,1,NWR,0,0,1,1,SF,1,2682.0,46.33333334326744,11,11,9,13,3,16,0
12001,LAR,0,NR,1,0,0,0,Shtb,1,701.0,7.833333313465118,19,54,47,32,13,0,8
12002,LAR,0,NR,1,0,0,0,Shtb,1,701.0,7.833333313465118,27,50,43,30,26,16,8
12107,LAR,1,CR,0,0,1,1,SF,0,1410.0,22.75,18,32,43,37,12,0,8
12108,LAR,1,CR,0,0,1,1,SF,0,1409.0,24.0,21,53,56,75,12,0,8
12511,LAR,1,NER,0,0,1,1,SF,0,3251.0,59.08333333581686,77,158,153,159,52,1,8
12512,LAR,1,NER,0,0,1,1,SF,0,3251.0,57.66666668653488,88,150,102,104,36,7,8
12522,LAR,1,ECR,0,0,1,1,SF,0,3441.0,60.66666668653488,74,93,70,72,24,8,8
12533,LAR,1,NER,0,0,1,1,SF,1,1426.0,24.33333334326744,18,38,41,37,18,16,8
12534,LAR,1,NER,0,0,1,1,SF,1,1426.0,24.33333334326744,33,43,45,43,23,0,8
12589,LAR,1,NFR,0,0,1,1,SF,0,1827.0,32.41666665673256,72,137,150,187,64,1,8
12590,LAR,1,NFR,0,0,1,1,SF,0,1827.0,31.83333331346512,46,101,90,109,38,1,8
12591,LAR,1,NFR,0,0,1,1,SF,0,2547.0,46.08333333581686,58,158,160,155,60,1,8
12807,LAR,1,ECoR,0,0,1,1,SF,0,1911.0,34.33333334326744,93,116,128,118,36,8,8
12808,LAR,1,ECoR,0,0,1,1,SF,0,1911.0,33.83333331346512,8,59,44,39,11,8,8
12919,LAR,1,WR,0,0,1,1,SF,0,1540.0,27.5,42,53,51,41,23,7,8
12920,LAR,1,WR,0,0,1,1,SF,0,1540.0,27.83333331346512,58,98,81,68,46,0,8
12001,DHO,0,NR,1,0,0,0,Shtb,1,701.0,7.833333313465118,12,48,40,31,4,0,3
12002,DHO,0,NR,1,0,0,0,Shtb,1,701.0,7.833333313465118,26,39,32,24,20,16,3
12177,DHO,1,NCR,0,0,1,1,SF,0,1475.0,26.75,25,105,96,58,16,8,3
12279,DHO,0,NR,1,0,0,0,SF,0,403.0,6.666666686534882,21,28,26,21,16,16,3
12280,DHO,0,NR,1,0,0,0,SF,0,403.0,6.5,39,60,54,32,32,16,3
12919,DHO,1,WR,0,0,1,1,SF,0,1540.0,27.5,56,79,71,55,22,7,3
12920,DHO,1,WR,0,0,1,1,SF,0,1540.0,27.83333331346512,53,70,57,49,41,0,3
12003,ETW,0,NR,1,0,0,0,Shtb,0,511.0,6.5,22,26,28,30,22,4,0
12004,ETW,0,NR,1,0,0,0,SF,0,511.0,6.25,11,24,27,21,6,16,0
12033,ETW,0,NCR,1,0,0,0,Shtb,1,437.0,5.16666667163372,15,20,21,18,16,4,0
12034,ETW,0,NCR,1,0,0,0,Shtb,1,437.0,4.916666686534882,16,24,25,21,16,4,0
12307,ETW,1,ER,0,0,1,1,SF,0,1814.0,30.5,128,167,171,142,155,8,0
12308,ETW,1,ER,0,0,1,1,SF,0,1814.0,31.5,18,53,43,31,26,7,0
12311,ETW,1,ER,0,0,1,1,SF,1,1743.0,32.83333331346512,128,171,175,139,143,1,0
12312,ETW,1,ER,0,0,1,1,SF,1,1743.0,31.58333331346512,21,37,39,33,18,12,0
12381,ETW,1,ER,0,0,1,1,SF,1,1446.0,23.0,87,126,122,105,67,0,0
12382,ETW,1,ER,0,0,1,1,SF,1,1446.0,24.41666665673256,27,52,44,36,50,8,0
12403,ETW,1,NCR,0,0,1,1,SF,1,507.0,8.833333313465118,25,48,39,24,14,0,0
12404,ETW,1,NCR,0,0,1,1,SF,1,507.0,8.666666686534882,20,37,30,18,10,16,0
12419,ETW,0,NR,1,0,0,1,SF,1,511.0,8.583333313465118,40,69,63,58,37,0,0
12420,ETW,0,NR,1,0,0,1,SF,1,511.0,8.75,48,70,58,48,19,8,0
12505,ETW,1,NFR,0,0,1,1,SF,0,1866.0,33.5,137,176,182,164,173,3,0
12506,ETW,1,NFR,0,0,1,1,SF,0,1867.0,33.83333331346512,10,34,33,23,13,9,0
12553,ETW,1,ECR,0,0,1,1,SF,1,1185.0,21.0,78,99,96,88,113,0,0
12554,ETW,1,ECR,0,0,1,1,SF,1,1185.0,21.41666665673256,20,37,37,27,12,8,0
12003,TDL,0,NR,1,0,0,0,Shtb,0,511.0,6.5,13,18,18,20,12,4,0
12004,TDL,0,NR,1,0,0,0,SF,0,511.0,6.25,4,13,14,12,2,16,0
12307,TDL,1,ER,0,0,1,1,SF,0,1814.0,30.5,73,114,117,88,103,8,0
12308,TDL,1,ER,0,0,1,1,SF,0,1814.0,31.5,8,34,25,15,18,7,0
12311,TDL,1,ER,0,0,1,1,SF,1,1743.0,32.83333331346512,126,172,171,134,144,1,0
12312,TDL,1,ER,0,0,1,1,SF,1,1743.0,31.58333331346512,4,18,20,17,2,12,0
12381,TDL,1,ER,0,0,1,1,SF,1,1446.0,23.0,74,116,112,93,50,0,0
12382,TDL,1,ER,0,0,1,1,SF,1,1446.0,24.41666665673256,16,35,28,23,27,8,0
12395,TDL,1,ER,0,0,1,1,SF,0,1305.0,20.58333331346512,87,102,111,76,153,3,0
12396,TDL,1,ER,0,0,1,1,SF,0,1305.0,23.16666667163372,2,8,18,10,1,3,0
12419,TDL,0,NR,1,0,0,1,SF,1,511.0,8.583333313465118,22,53,46,40,16,0,0
12420,TDL,0,NR,1,0,0,1,SF,1,511.0,8.75,38,58,43,36,14,8,0
12487,TDL,1,NR,0,0,1,1,SF,0,1383.0,24.33333334326744,71,120,124,96,89,0,0
12488,TDL,1,NR,0,0,1,1,SF,0,1383.0,24.41666665673256,9,17,21,16,11,10,0
12495,TDL,1,NR,0,0,1,1,SF,0,1873.0,31.75,25,27,23,16,21,0,0
12496,TDL,1,NR,0,0,1,1,SF,0,1885.0,31.0,20,87,103,79,0,8,0
12505,TDL,1,NFR,0,0,1,1,SF,0,1866.0,33.5,113,157,161,143,149,3,0
12506,TDL,1,NFR,0,0,1,1,SF,0,1867.0,33.83333331346512,3,24,21,15,5,9,0
12553,TDL,1,ECR,0,0,1,1,SF,1,1185.0,21.0,65,88,82,73,106,0,0
12554,TDL,1,ECR,0,0,1,1,SF,1,1185.0,21.41666665673256,14,22,23,18,10,8,0
12947,TDL,1,WR,0,0,1,0,SF,0,1772.0,31.0,29,16,11,10,37,0,0
12948,TDL,1,WR,0,0,1,0,SF,0,1772.0,30.33333334326744,75,88,70,50,57,8,0
12987,TDL,1,WR,0,0,1,1,SF,0,1642.0,27.41666665673256,67,116,138,102,83,8,0
12988,TDL,1,NWR,0,0,1,1,SF,0,1642.0,27.16666667163372,9,21,25,20,9,8,0
14005,TDL,1,NR,0,0,1,1,Exp,0,1285.0,28.41666665673256,181,175,93,52,58,7,0
14006,TDL,1,NR,0,0,1,1,Exp,0,1285.0,30.5,38,38,37,27,17,12,0
12003,ALJN,0,NR,1,0,0,0,Shtb,0,511.0,6.5,18,21,21,22,18,4,8
12004,ALJN,0,NR,1,0,0,0,SF,0,511.0,6.25,8,16,17,16,3,16,8
12033,ALJN,0,NCR,1,0,0,0,Shtb,1,437.0,5.16666667163372,12,19,18,14,15,4,8
12311,ALJN,1,ER,0,0,1,1,SF,1,1743.0,32.83333331346512,142,191,185,142,163,1,8
12312,ALJN,1,ER,0,0,1,1,SF,1,1743.0,31.58333331346512,13,29,32,28,11,12,8
12381,ALJN,1,ER,0,0,1,1,SF,1,1446.0,23.0,91,131,128,105,64,0,8
12382,ALJN,1,ER,0,0,1,1,SF,1,1446.0,24.41666665673256,14,35,29,25,8,8,8
12397,ALJN,1,ER,0,0,1,1,SF,0,990.0,14.5,145,161,161,132,180,12,8
12398,ALJN,1,ER,0,0,1,1,SF,0,990.0,15.666666686534882,23,47,37,32,5,10,8
12417,ALJN,1,NCR,0,0,1,1,SF,1,634.0,9.41666665673256,34,62,54,42,39,16,8
12418,ALJN,1,NCR,0,0,1,1,SF,1,634.0,9.33333334326744,27,34,36,34,17,0,8
12419,ALJN,0,NR,1,0,0,1,SF,1,511.0,8.583333313465118,36,67,56,45,32,0,8
12420,ALJN,0,NR,1,0,0,1,SF,1,511.0,8.75,65,85,71,62,31,8,8
12427,ALJN,1,NR,0,0,1,1,SF,0,860.0,14.75,48,96,80,58,35,8,8
12428,ALJN,1,NR,0,0,1,1,SF,0,860.0,14.33333334326744,21,30,32,30,15,8,8
12487,ALJN,1,NR,0,0,1,1,SF,0,1383.0,24.33333334326744,85,133,135,102,104,0,8
12488,ALJN,1,NR,0,0,1,1,SF,0,1383.0,24.41666665673256,18,25,30,25,17,10,8
12505,ALJN,1,NFR,0,0,1,1,SF,0,1866.0,33.5,127,171,174,150,166,3,8
12506,ALJN,1,NFR,0,0,1,1,SF,0,1867.0,33.83333331346512,10,32,32,23,10,9,8
12553,ALJN,1,ECR,0,0,1,1,SF,1,1185.0,21.0,60,88,79,66,99,0,8
12554,ALJN,1,ECR,0,0,1,1,SF,1,1185.0,21.41666665673256,20,26,27,25,16,8,8
12561,ALJN,1,ECR,0,0,1,1,SF,1,1166.0,21.0,121,156,125,99,176,0,8
12562,ALJN,1,ECR,0,0,1,1,SF,1,1166.0,21.41666665673256,58,88,71,53,79,9,8
12815,ALJN,1,SER,0,0,1,1,SF,0,1804.0,30.08333333581686,166,208,197,155,287,0,8
12816,ALJN,1,SER,0,0,1,1,SF,0,1794.0,29.91666668653488,15,20,20,15,10,10,8
14005,ALJN,1,NR,0,0,1,1,Exp,0,1285.0,28.41666665673256,182,176,97,48,66,7,8
14006,ALJN,1,NR,0,0,1,1,Exp,0,1285.0,30.5,37,36,38,29,13,12,8
12003,GZB,0,NR,1,0,0,0,Shtb,0,511.0,6.5,9,14,12,15,8,4,0
12004,GZB,0,NR,1,0,0,0,SF,0,511.0,6.25,4,4,5,4,3,16,0
12017,GZB,0,NR,1,0,0,0,Shtb,1,315.0,5.833333313465118,2,4,4,3,2,4,0
12018,GZB,0,NR,1,0,0,0,Shtb,1,315.0,5.75,8,16,14,12,5,4,0
12033,GZB,0,NCR,1,0,0,0,Shtb,1,437.0,5.16666667163372,3,12,14,12,2,4,0
12034,GZB,0,NCR,1,0,0,0,Shtb,1,437.0,4.916666686534882,4,7,6,8,7,4,0
12037,GZB,0,NR,1,0,0,0,Shtb,0,329.0,5.333333343267441,9,19,15,16,5,4,0
12038,GZB,0,NR,1,0,0,0,Shtb,0,329.0,5.416666656732559,1,6,6,8,1,4,0
12055,GZB,0,NR,1,0,0,0,JShtb,0,303.0,5.916666686534882,4,8,8,7,3,4,0
12056,GZB,0,NR,1,0,0,0,JShtb,0,305.0,6.08333333581686,16,16,14,17,42,4,0
12229,GZB,1,NR,0,0,1,1,SF,1,493.0,8.666666686534882,57,53,71,49,109,0,0
12230,GZB,1,NR,0,0,1,1,SF,1,493.0,8.583333313465118,1,2,4,4,1,16,0
12311,GZB,1,ER,0,0,1,1,SF,1,1743.0,32.83333331346512,138,187,182,141,156,1,0
12312,GZB,1,ER,0,0,1,1,SF,1,1743.0,31.58333331346512,7,14,16,15,7,12,0
12391,GZB,1,ER,0,0,1,1,SF,1,1103.0,21.0,108,142,162,122,125,0,0
12392,GZB,1,ECR,0,0,1,1,SF,1,1103.0,20.91666668653488,4,10,11,14,2,3,0
12401,GZB,1,NR,0,0,1,1,SF,1,1063.0,19.58333331346512,12,31,22,17,11,4,0
12402,GZB,1,NR,0,0,1,1,SF,1,1063.0,17.75,3,16,13,15,1,0,0
12417,GZB,1,NCR,0,0,1,1,SF,1,634.0,9.41666665673256,6,40,32,21,10,16,0
12418,GZB,1,NCR,0,0,1,1,SF,1,634.0,9.33333334326744,7,8,9,9,6,0,0
12419,GZB,0,NR,1,0,0,1,SF,1,511.0,8.583333313465118,15,46,36,25,5,0,0
12420,GZB,0,NR,1,0,0,1,SF,1,511.0,8.75,21,40,29,22,11,8,0
12427,GZB,1,NR,0,0,1,1,SF,0,860.0,14.75,20,70,56,37,10,8,0
12428,GZB,1,NR,0,0,1,1,SF,0,860.0,14.33333334326744,2,4,6,5,2,8,0
12429,GZB,1,NR,0,0,0,1,Raj,1,2365.0,33.5,60,64,87,60,105,0,0
12430,GZB,1,NR,0,0,0,1,Raj,1,2382.0,33.83333331346512,1,3,3,4,1,16,0
12487,GZB,1,NR,0,0,1,1,SF,0,1383.0,24.33333334326744,63,115,117,88,76,0,0
12488,GZB,1,NR,0,0,1,1,SF,0,1383.0,24.41666665673256,3,3,5,4,4,10,0
12505,GZB,1,NFR,0,0,1,1,SF,0,1866.0,33.5,76,123,129,108,113,3,0
12523,GZB,1,NFR,0,0,1,1,SF,0,1500.0,27.91666668653488,240,208,213,155,301,7,0
12524,GZB,1,NFR,0,0,1,1,SF,0,1497.0,27.41666665673256,230,171,170,105,250,13,0
12553,GZB,1,ECR,0,0,1,1,SF,1,1185.0,21.0,42,72,64,52,86,0,0
12554,GZB,1,ECR,0,0,1,1,SF,1,1185.0,21.41666665673256,3,4,6,4,3,8,0
12561,GZB,1,ECR,0,0,1,1,SF,1,1166.0,21.0,107,145,112,89,166,0,0
12581,GZB,1,ECoR,0,0,1,1,SF,0,1689.0,30.33333334326744,12,30,28,19,21,16,0
12582,GZB,1,ECoR,0,0,1,1,SF,0,1689.0,30.75,5,7,9,8,6,0,0
12583,GZB,1,NFR,0,0,1,1,SF,0,2071.0,38.58333331346512,84,90,96,67,122,8,0
12584,GZB,1,NFR,0,0,1,1,SF,0,2071.0,38.41666665673256,97,104,110,73,141,10,0
12687,GZB,1,SR,0,0,1,1,SF,0,2488.0,43.25,48,102,84,66,24,8,0
12688,GZB,1,SR,0,0,1,1,SF,0,2488.0,42.91666668653488,19,20,22,19,13,0,0
12801,GZB,1,ECoR,0,0,1,1,SF,0,1863.0,31.0,94,121,119,89,137,0,0
12911,GZB,1,WR,0,0,1,1,SF,0,1433.0,24.58333331346512,20,34,27,32,10,4,0
12912,GZB,1,WR,0,0,1,1,SF,0,1433.0,23.58333331346512,17,40,24,28,5,0,0
14003,GZB,1,NR,0,0,1,1,Exp,0,1387.0,28.66666668653488,237,255,168,132,114,7,0
14004,GZB,1,NR,0,0,1,1,Exp,0,1387.0,29.25,75,82,37,15,0,10,0
14005,GZB,1,NR,0,0,1,1,Exp,0,1285.0,28.41666665673256,156,150,75,39,36,7,0
14006,GZB,1,NR,0,0,1,1,Exp,0,1285.0,30.5,25,22,16,11,3,12,0
14007,GZB,1,NR,0,0,1,0,Exp,0,1106.0,24.58333331346512,74,221,256,160,84,1,0
14008,GZB,1,NR,0,0,1,0,Exp,0,1106.0,25.66666668653488,1,1,5,5,3,3,0
14009,GZB,1,NR,0,0,1,0,Exp,0,1050.0,20.0,184,167,267,201,102,15,0
14010,GZB,1,NR,0,0,1,0,Exp,0,1050.0,21.5,4,2,2,2,1,3,0
14013,GZB,1,NR,0,0,1,1,Exp,0,645.0,13.33333334326744,229,157,158,105,102,5,0
14014,GZB,1,NR,0,0,1,1,Exp,0,645.0,13.833333313465118,131,74,77,74,116,10,0
14015,GZB,1,NR,0,0,1,0,Exp,0,1236.0,28.25,109,166,164,103,115,8,0
14016,GZB,1,NR,0,0,1,0,Exp,0,1236.0,29.16666667163372,1,2,21,15,0,3,0
14017,GZB,1,NR,0,0,1,1,Exp,0,1147.0,24.58333331346512,461,552,512,446,499,6,0
14018,GZB,1,NR,0,0,1,1,Exp,0,1147.0,25.66666668653488,40,15,9,7,2,10,0
12005,PNP,0,NR,1,0,0,0,Shtb,1,303.0,4.08333333581686,13,12,11,11,16,4,3
12006,PNP,0,NR,1,0,0,0,Shtb,0,303.0,4.16666667163372,8,11,13,14,4,4,3
12011,PNP,0,NR,1,0,0,0,Shtb,0,303.0,4.08333333581686,10,27,18,13,7,4,3
12012,PNP,0,NR,1,0,0,0,Shtb,0,303.0,4.16666667163372,6,9,10,9,4,4,3
12311,PNP,1,ER,0,0,1,1,SF,1,1743.0,32.83333331346512,151,204,202,160,171,1,3
12312,PNP,1,ER,0,0,1,1,SF,1,1743.0,31.58333331346512,13,20,22,23,13,12,3
12919,PNP,1,WR,0,0,1,1,SF,0,1540.0,27.5,136,177,151,102,96,7,3
12920,PNP,1,WR,0,0,1,1,SF,0,1540.0,27.83333331346512,14,17,19,27,6,0,3
12983,PNP,1,NWR,0,0,0,0,GR,0,740.0,12.75,4,17,14,10,4,4,3
12984,PNP,1,NWR,0,0,0,0,GR,0,740.0,12.833333313465118,8,10,11,9,7,4,3
14011,PNP,1,NR,0,0,0,1,Exp,1,271.0,5.583333313465118,9,9,9,11,10,4,3
14012,PNP,1,NR,0,0,0,1,Exp,1,271.0,5.916666686534882,18,31,38,31,17,4,3
12005,KKDE,0,NR,1,0,0,0,Shtb,1,303.0,4.08333333581686,14,14,15,14,17,4,3
12006,KKDE,0,NR,1,0,0,0,Shtb,0,303.0,4.16666667163372,4,6,8,6,2,4,3
12011,KKDE,0,NR,1,0,0,0,Shtb,0,303.0,4.08333333581686,11,31,23,17,8,4,3
12012,KKDE,0,NR,1,0,0,0,Shtb,0,303.0,4.16666667163372,3,6,7,6,2,4,3
12311,KKDE,1,ER,0,0,1,1,SF,1,1743.0,32.83333331346512,156,214,214,172,173,1,3
12312,KKDE,1,ER,0,0,1,1,SF,1,1743.0,31.58333331346512,6,10,11,14,9,12,3
12919,KKDE,1,WR,0,0,1,1,SF,0,1540.0,27.5,154,198,172,118,102,7,3
12920,KKDE,1,WR,0,0,1,1,SF,0,1540.0,27.83333331346512,11,15,17,20,2,0,3
12983,KKDE,1,NWR,0,0,0,0,GR,0,740.0,12.75,10,23,22,17,7,4,3
12984,KKDE,1,NWR,0,0,0,0,GR,0,740.0,12.833333313465118,11,12,15,15,9,4,3
12005,UMB,0,NR,1,0,0,0,Shtb,1,303.0,4.08333333581686,5,4,6,8,5,4,0
